BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Point of Contact
1,5000,200,Super Area,Chennai,Semi-Furnished,1,Contact Owner
1,7000,600,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,15000,550,Super Area,Chennai,Unfurnished,2,Contact Owner
1,10000,600,Super Area,Chennai,Unfurnished,1,Contact Owner
3,37500,1680,Super Area,Chennai,Semi-Furnished,3,Contact Agent
2,7000,1100,Carpet Area,Chennai,Unfurnished,2,Contact Owner
1,6500,600,Super Area,Chennai,Unfurnished,1,Contact Owner
2,16000,820,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
3,34000,1125,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
2,11500,973,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,15000,780,Super Area,Chennai,Furnished,1,Contact Owner
1,8000,400,Super Area,Chennai,Unfurnished,1,Contact Owner
4,220000,4000,Super Area,Chennai,Semi-Furnished,4,Contact Agent
2,22000,1000,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
3,85000,3500,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
1,6000,350,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,14000,800,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,11500,700,Super Area,Chennai,Unfurnished,2,Contact Owner
1,6000,550,Super Area,Chennai,Unfurnished,1,Contact Owner
3,24000,2100,Super Area,Chennai,Semi-Furnished,4,Contact Owner
3,32000,1700,Super Area,Chennai,Semi-Furnished,3,Contact Owner
3,16000,1420,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,13000,950,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,14000,780,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,7500,800,Carpet Area,Chennai,Unfurnished,1,Contact Owner
2,10000,500,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,18500,1000,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,12000,750,Super Area,Chennai,Unfurnished,2,Contact Owner
2,17000,1200,Carpet Area,Chennai,Unfurnished,2,Contact Owner
3,35000,1152,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
2,9000,843,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,13000,900,Super Area,Chennai,Unfurnished,2,Contact Owner
2,27999,1250,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
2,11000,650,Super Area,Chennai,Unfurnished,2,Contact Owner
4,140000,2600,Carpet Area,Chennai,Semi-Furnished,4,Contact Agent
1,12000,700,Super Area,Chennai,Unfurnished,1,Contact Owner
2,13000,720,Carpet Area,Chennai,Unfurnished,2,Contact Owner
4,250000,3500,Carpet Area,Chennai,Semi-Furnished,4,Contact Agent
4,80000,3000,Carpet Area,Chennai,Unfurnished,4,Contact Agent
2,22999,1144,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
3,36000,1750,Carpet Area,Chennai,Unfurnished,3,Contact Agent
3,70000,1450,Super Area,Chennai,Unfurnished,2,Contact Owner
2,12500,590,Super Area,Chennai,Unfurnished,1,Contact Owner
2,18000,900,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,10000,800,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,18000,1000,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,37000,1650,Super Area,Chennai,Semi-Furnished,3,Contact Agent
2,18000,700,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
3,25000,1280,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,10000,700,Super Area,Chennai,Unfurnished,2,Contact Owner
2,15000,980,Super Area,Chennai,Unfurnished,2,Contact Owner
2,15000,900,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
1,9000,450,Super Area,Chennai,Unfurnished,1,Contact Owner
2,14000,1200,Super Area,Chennai,Unfurnished,2,Contact Owner
2,8500,650,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,35000,1903,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,10000,650,Super Area,Chennai,Semi-Furnished,1,Contact Owner
1,5000,450,Carpet Area,Chennai,Unfurnished,1,Contact Owner
2,23000,900,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,15000,550,Super Area,Chennai,Unfurnished,1,Contact Owner
2,18500,750,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,28000,1000,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,32000,1050,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
1,14000,650,Carpet Area,Chennai,Furnished,2,Contact Owner
1,7000,400,Super Area,Chennai,Semi-Furnished,1,Contact Owner
3,33000,1075,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
3,100000,2000,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
2,18000,720,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,16000,1000,Carpet Area,Chennai,Unfurnished,2,Contact Owner
1,8500,500,Super Area,Chennai,Unfurnished,1,Contact Owner
2,10000,900,Super Area,Chennai,Furnished,2,Contact Owner
2,13500,900,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,19000,900,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,11500,1000,Super Area,Chennai,Unfurnished,2,Contact Owner
3,22000,1300,Super Area,Chennai,Semi-Furnished,3,Contact Owner
3,12000,1383,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,10000,800,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,15000,1500,Carpet Area,Chennai,Unfurnished,2,Contact Owner
3,35000,1350,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
3,70000,2000,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
3,32000,1200,Carpet Area,Chennai,Unfurnished,2,Contact Agent
3,35000,1912,Carpet Area,Chennai,Unfurnished,3,Contact Agent
1,10000,500,Carpet Area,Chennai,Unfurnished,1,Contact Owner
2,11000,950,Super Area,Chennai,Unfurnished,2,Contact Owner
2,12000,1000,Carpet Area,Chennai,Unfurnished,2,Contact Owner
3,40000,1600,Carpet Area,Chennai,Unfurnished,3,Contact Owner
2,8000,900,Super Area,Chennai,Unfurnished,2,Contact Owner
3,20000,1265,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,12000,1060,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,15000,1050,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,27000,1500,Carpet Area,Chennai,Unfurnished,3,Contact Agent
2,13000,890,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,9000,700,Carpet Area,Chennai,Unfurnished,3,Contact Owner
3,25000,1146,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
1,12000,700,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,18000,800,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
2,9500,640,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,14000,909,Super Area,Chennai,Semi-Furnished,2,Contact Owner
4,40000,2400,Carpet Area,Chennai,Unfurnished,3,Contact Agent
4,70000,3800,Carpet Area,Chennai,Semi-Furnished,4,Contact Agent
2,15000,400,Super Area,Chennai,Unfurnished,2,Contact Owner
2,8500,886,Super Area,Chennai,Unfurnished,2,Contact Owner
3,27500,1570,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,15000,900,Super Area,Chennai,Unfurnished,2,Contact Owner
1,5000,400,Super Area,Chennai,Unfurnished,1,Contact Owner
2,26000,1600,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,14000,1000,Super Area,Chennai,Unfurnished,2,Contact Owner
2,20000,850,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,12000,750,Super Area,Chennai,Unfurnished,2,Contact Owner
2,17000,750,Super Area,Chennai,Unfurnished,2,Contact Owner
3,75000,2000,Carpet Area,Chennai,Semi-Furnished,3,Contact Owner
3,19500,1270,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,10000,2000,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,32000,1250,Super Area,Chennai,Furnished,2,Contact Owner
2,15000,1000,Super Area,Chennai,Unfurnished,2,Contact Owner
3,28000,1050,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
2,10677,800,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,50000,1625,Super Area,Chennai,Furnished,3,Contact Agent
3,32500,1535,Super Area,Chennai,Unfurnished,3,Contact Agent
2,23000,850,Carpet Area,Chennai,Furnished,2,Contact Owner
4,75000,3800,Carpet Area,Hyderabad,Semi-Furnished,4,Contact Agent
4,250000,4500,Carpet Area,Hyderabad,Semi-Furnished,4,Contact Agent
2,10000,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,60000,3200,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,12000,647,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,48000,1798,Super Area,Hyderabad,Semi-Furnished,3,Contact Agent
3,58000,1700,Carpet Area,Hyderabad,Furnished,3,Contact Agent
2,14000,930,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,7000,150,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,13000,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,11000,1250,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,9500,900,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,7500,500,Super Area,Hyderabad,Semi-Furnished,1,Contact Agent
2,14000,900,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,16000,1100,Super Area,Hyderabad,Furnished,2,Contact Agent
3,18000,1500,Super Area,Hyderabad,Semi-Furnished,3,Contact Agent
1,8200,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,12000,1300,Carpet Area,Hyderabad,Furnished,3,Contact Owner
1,10000,300,Super Area,Hyderabad,Furnished,1,Contact Owner
2,13000,800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,22000,1400,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,10500,500,Super Area,Hyderabad,Furnished,1,Contact Owner
2,11000,750,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,20000,1200,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,14000,1350,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12500,1400,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,10500,450,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,30000,2061,Super Area,Hyderabad,Furnished,3,Contact Owner
2,11000,100,Super Area,Hyderabad,Furnished,2,Contact Owner
2,9000,1100,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,35000,1650,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,23382,1500,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,9500,1140,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,990,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,60000,1700,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,11000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,11000,850,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,11000,900,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,8000,800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,8000,1020,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,5500,300,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,12000,1800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,25000,919,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,23000,25,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,12000,1050,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,6500,200,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
1,9000,450,Super Area,Hyderabad,Unfurnished,1,Contact Owner
4,25000,1000,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,12500,1250,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,45000,1900,Carpet Area,Hyderabad,Unfurnished,3,Contact Agent
2,27000,1500,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,75000,2395,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,9000,1800,Super Area,Hyderabad,Furnished,2,Contact Owner
2,12000,700,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,24000,1700,Super Area,Hyderabad,Unfurnished,2,Contact Agent
2,15000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,24000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,12000,745,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,27000,2210,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,30000,1450,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,22000,2000,Carpet Area,Hyderabad,Furnished,3,Contact Owner
4,25000,1815,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,23000,1000,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,12000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,18000,1200,Super Area,Hyderabad,Unfurnished,3,Contact Owner
3,55000,2430,Super Area,Hyderabad,Semi-Furnished,3,Contact Agent
1,5000,140,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,13000,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,9000,1100,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,7000,800,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,28000,1500,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,15000,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,14000,1350,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
5,45000,2300,Carpet Area,Hyderabad,Unfurnished,3,Contact Owner
1,12000,1300,Super Area,Hyderabad,Furnished,2,Contact Owner
2,12500,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,13000,1210,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,9500,1050,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,35000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
1,4000,300,Super Area,Hyderabad,Unfurnished,1,Contact Owner
1,8000,300,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,12500,1010,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,65000,1850,Carpet Area,Hyderabad,Furnished,3,Contact Owner
2,13000,1300,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12500,1100,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
3,45000,2200,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
1,6000,500,Built Area,Hyderabad,Unfurnished,1,Contact Owner
3,50000,2290,Super Area,Hyderabad,Semi-Furnished,3,Contact Agent
3,40000,1900,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
3,30000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,7000,800,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,25000,1600,Super Area,Hyderabad,Furnished,3,Contact Owner
1,9000,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,16000,1500,Carpet Area,Hyderabad,Furnished,3,Contact Owner
1,10500,650,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
4,100000,3300,Carpet Area,Hyderabad,Semi-Furnished,4,Contact Agent
2,9000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,11000,800,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,24000,1200,Super Area,Hyderabad,Semi-Furnished,4,Contact Owner
2,12000,1000,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,20000,1600,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,24000,1200,Carpet Area,Hyderabad,Furnished,2,Contact Owner
2,12000,1100,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,12000,1250,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,10000,1100,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,45000,1600,Super Area,Hyderabad,Furnished,2,Contact Owner
2,22000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,6500,455,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,40000,1473,Super Area,Hyderabad,Furnished,2,Contact Owner
5,300000,4050,Super Area,Hyderabad,Unfurnished,4,Contact Owner
1,4000,400,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,12000,1300,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
4,27000,2520,Carpet Area,Hyderabad,Semi-Furnished,5,Contact Owner
1,10000,500,Super Area,Hyderabad,Furnished,1,Contact Owner
2,10000,200,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,10000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,18000,1950,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,14500,500,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Agent
1,9000,500,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,14000,1150,Super Area,Hyderabad,Furnished,2,Contact Owner
2,18000,242,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,9500,720,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,49000,1800,Super Area,Hyderabad,Unfurnished,3,Contact Agent
1,9000,450,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,130000,130,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,8000,690,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,13000,1000,Super Area,Hyderabad,Furnished,2,Contact Owner
3,18000,1500,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,18000,1150,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,32000,1783,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,900,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,35000,1725,Super Area,Hyderabad,Furnished,3,Contact Owner
1,6000,680,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
1,9000,550,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,9500,1290,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12500,1450,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,25000,1300,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,1450,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,38000,1496,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Agent
3,20000,1850,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,15000,1600,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,130000,3500,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
3,27000,1850,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,16000,1210,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,13000,1400,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,950,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,10000,878,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,17000,875,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12500,300,Super Area,Hyderabad,Furnished,2,Contact Owner
3,25000,1800,Super Area,Hyderabad,Furnished,3,Contact Owner
3,35000,1956,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,12000,800,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,12000,1175,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,15000,1080,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,45000,1955,Super Area,Hyderabad,Unfurnished,3,Contact Agent
2,20000,950,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,15000,800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,10000,1090,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,15000,1450,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,19800,1070,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,8500,60,Super Area,Hyderabad,Unfurnished,2,Contact Owner
4,130000,3133,Carpet Area,Hyderabad,Furnished,5,Contact Agent
1,8500,900,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
1,4500,60,Super Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,9000,600,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,13000,750,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,18000,900,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,26000,1800,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
1,17000,470,Super Area,Hyderabad,Furnished,1,Contact Agent
2,9000,720,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,8000,450,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,10000,600,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,14000,1300,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,25000,1500,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,22000,1200,Super Area,Hyderabad,Furnished,2,Contact Owner
4,45000,3000,Super Area,Hyderabad,Semi-Furnished,4,Contact Owner
3,20000,2000,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,16000,800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,35000,1000,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,15000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,5500,400,Super Area,Hyderabad,Unfurnished,1,Contact Builder
3,35000,1250,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
1,14000,700,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,25000,1100,Super Area,Hyderabad,Furnished,2,Contact Owner
4,36000,2050,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,20000,1428,Super Area,Hyderabad,Semi-Furnished,2,Contact Agent
3,30000,1700,Carpet Area,Hyderabad,Furnished,3,Contact Agent
2,12000,1140,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,16000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Agent
2,13000,1160,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,22000,3000,Carpet Area,Hyderabad,Furnished,2,Contact Owner
1,15000,450,Super Area,Hyderabad,Unfurnished,1,Contact Agent
3,14000,1540,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,8000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,57000,1417,Carpet Area,Hyderabad,Furnished,3,Contact Agent
3,1200,2100,Carpet Area,Hyderabad,Furnished,3,Contact Owner
2,8000,550,Carpet Area,Hyderabad,Unfurnished,1,Contact Owner
3,15000,1600,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,17000,1200,Super Area,Hyderabad,Furnished,2,Contact Owner
2,12000,500,Super Area,Hyderabad,Furnished,2,Contact Owner
3,25000,1300,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,13000,600,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,35000,1565,Carpet Area,Hyderabad,Furnished,3,Contact Owner
1,6500,350,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,11000,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,25000,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,35000,2000,Super Area,Hyderabad,Furnished,3,Contact Owner
3,27000,2200,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
3,18000,1400,Super Area,Hyderabad,Unfurnished,3,Contact Owner
3,20000,1950,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,8500,130,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,14000,1300,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,35000,1675,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,16000,1135,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,20000,1800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,18000,1400,Super Area,Hyderabad,Furnished,3,Contact Owner
4,140000,3698,Carpet Area,Hyderabad,Semi-Furnished,5,Contact Agent
2,10000,950,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,650,Super Area,Hyderabad,Unfurnished,2,Contact Owner
1,5300,100,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,11000,950,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,1000,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,900,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Owner
3,20000,1800,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,13000,1000,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,22000,1800,Super Area,Hyderabad,Semi-Furnished,3,Contact Owner
2,15000,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,5400,450,Super Area,Hyderabad,Unfurnished,1,Contact Owner
3,16500,1771,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,12000,1150,Carpet Area,Hyderabad,Furnished,2,Contact Owner
2,8500,1000,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,14000,1050,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,15000,1500,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,6000,750,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,14000,1100,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,15000,800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
3,37000,150,Carpet Area,Hyderabad,Unfurnished,3,Contact Agent
1,6500,750,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,10000,600,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,12000,1080,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,12000,1100,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,9000,750,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,60000,2405,Super Area,Hyderabad,Semi-Furnished,4,Contact Agent
2,18000,1248,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
2,14000,1110,Carpet Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,50000,2300,Carpet Area,Hyderabad,Semi-Furnished,3,Contact Agent
2,17000,1000,Carpet Area,Hyderabad,Furnished,2,Contact Owner
2,9000,800,Super Area,Hyderabad,Unfurnished,2,Contact Owner
4,80000,3115,Super Area,Hyderabad,Furnished,5,Contact Owner
1,7500,500,Super Area,Hyderabad,Unfurnished,1,Contact Owner
2,14000,950,Carpet Area,Hyderabad,Unfurnished,2,Contact Owner
2,14000,1374,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
1,10000,1300,Carpet Area,Hyderabad,Furnished,1,Contact Owner
2,17000,1150,Super Area,Hyderabad,Furnished,2,Contact Owner
1,6500,450,Carpet Area,Hyderabad,Semi-Furnished,1,Contact Owner
2,10000,927,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,22000,1500,Super Area,Hyderabad,Unfurnished,3,Contact Owner
2,15000,1200,Super Area,Hyderabad,Unfurnished,2,Contact Owner
2,12000,1200,Super Area,Hyderabad,Semi-Furnished,2,Contact Owner
3,52000,2800,Carpet Area,Hyderabad,Furnished,3,Contact Agent
1,6500,562,Super Area,Hyderabad,Unfurnished,1,Contact Owner
