BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
2,9500,1200,Ground out of 1,Super Area,Chennai,Semi-Furnished,2
3,16000,1200,1 out of 3,Carpet Area,Chennai,Semi-Furnished,2
4,120000,4000,9 out of 9,Super Area,Chennai,Semi-Furnished,4
3,20000,1500,Lower Basement out of 1,Carpet Area,Chennai,Unfurnished,2
1,21000,500,7 out of 11,Carpet Area,Chennai,Furnished,1
2,22000,1050,2 out of 3,Super Area,Chennai,Semi-Furnished,2
4,120000,2550,3 out of 4,Carpet Area,Chennai,Semi-Furnished,4
2,15000,650,1 out of 3,Carpet Area,Chennai,Unfurnished,2
1,5000,800,1 out of 1,Carpet Area,Chennai,Unfurnished,1
2,15000,1000,1 out of 3,Super Area,Chennai,Unfurnished,2
2,19000,900,2 out of 3,Super Area,Chennai,Semi-Furnished,2
3,37500,1475,1 out of 4,Super Area,Chennai,Semi-Furnished,3
1,8000,360,Lower Basement out of 1,Super Area,Chennai,Semi-Furnished,1
3,45000,1600,4 out of 4,Carpet Area,Chennai,Unfurnished,3
1,5000,550,Ground out of 1,Super Area,Chennai,Unfurnished,1
3,30000,1800,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,17000,1000,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,15000,700,Ground out of 2,Super Area,Chennai,Furnished,2
1,3500,500,1 out of 2,Super Area,Chennai,Semi-Furnished,1
3,25000,1132,10 out of 16,Super Area,Chennai,Semi-Furnished,2
3,17000,1400,28 out of 31,Carpet Area,Chennai,Semi-Furnished,3
5,50000,3300,Ground out of 2,Super Area,Chennai,Semi-Furnished,5
3,22000,1400,3 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,12000,800,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,10000,80,3 out of 3,Carpet Area,Chennai,Semi-Furnished,2
3,10000,1000,1 out of 8,Carpet Area,Chennai,Semi-Furnished,3
2,26000,1020,3 out of 17,Super Area,Chennai,Semi-Furnished,2
2,9000,500,Ground out of 2,Carpet Area,Chennai,Furnished,2
2,12000,900,1 out of 2,Super Area,Chennai,Furnished,2
2,8500,600,1 out of 2,Carpet Area,Chennai,Unfurnished,1
2,7000,1100,3 out of 4,Super Area,Chennai,Unfurnished,2
2,12000,1200,1 out of 1,Carpet Area,Chennai,Unfurnished,3
2,12000,650,2 out of 2,Carpet Area,Chennai,Unfurnished,2
2,26000,900,Ground out of 4,Super Area,Chennai,Semi-Furnished,2
3,13000,100,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,30000,1100,Ground out of 4,Carpet Area,Chennai,Unfurnished,2
2,30000,585,1 out of 5,Super Area,Chennai,Unfurnished,2
2,12000,740,2 out of 3,Super Area,Chennai,Unfurnished,2
1,10000,550,2 out of 3,Super Area,Chennai,Unfurnished,1
2,13000,786,1 out of 3,Super Area,Chennai,Furnished,2
2,13000,1100,2 out of 4,Carpet Area,Chennai,Unfurnished,2
3,40000,1500,2 out of 4,Super Area,Chennai,Semi-Furnished,3
3,25000,1440,3 out of 6,Carpet Area,Chennai,Semi-Furnished,3
1,8000,700,2 out of 2,Super Area,Chennai,Semi-Furnished,1
1,6000,450,Ground out of 2,Super Area,Chennai,Unfurnished,1
3,17000,1200,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,17000,1785,9 out of 12,Super Area,Chennai,Semi-Furnished,3
2,15000,1050,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,8500,700,2 out of 7,Super Area,Chennai,Semi-Furnished,1
2,8500,450,1 out of 2,Carpet Area,Chennai,Unfurnished,1
2,11000,803,1 out of 2,Super Area,Chennai,Semi-Furnished,2
3,60000,1800,9 out of 9,Super Area,Chennai,Semi-Furnished,3
2,18000,985,1 out of 4,Carpet Area,Chennai,Unfurnished,2
4,70000,2880,9 out of 19,Super Area,Chennai,Semi-Furnished,3
2,10000,850,2 out of 2,Super Area,Chennai,Unfurnished,2
3,20000,1100,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,16000,1100,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,10000,1500,Ground out of 2,Super Area,Chennai,Furnished,2
3,100000,1975,12 out of 18,Super Area,Chennai,Semi-Furnished,3
1,7000,400,1 out of 2,Super Area,Chennai,Unfurnished,1
2,17000,914,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,17000,1000,2 out of 2,Super Area,Chennai,Semi-Furnished,2
3,39000,1170,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
1,6500,350,Ground out of 1,Super Area,Chennai,Unfurnished,1
3,15000,1120,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,17000,1100,Ground out of 1,Super Area,Chennai,Unfurnished,2
1,6800,500,Ground out of 3,Super Area,Chennai,Unfurnished,1
3,110000,1435,5 out of 15,Super Area,Chennai,Furnished,3
1,8500,200,1 out of 3,Carpet Area,Chennai,Semi-Furnished,1
3,65000,1444,11 out of 14,Super Area,Chennai,Semi-Furnished,3
1,7500,350,1 out of 3,Super Area,Chennai,Semi-Furnished,1
2,10000,800,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,34000,1503,3 out of 7,Carpet Area,Chennai,Semi-Furnished,2
3,17000,1200,Ground out of 2,Super Area,Chennai,Unfurnished,3
3,23000,900,2 out of 3,Carpet Area,Chennai,Unfurnished,2
1,17000,625,4 out of 10,Super Area,Chennai,Semi-Furnished,1
2,8500,860,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,10000,960,1 out of 2,Super Area,Chennai,Unfurnished,2
2,8000,550,1 out of 3,Super Area,Chennai,Unfurnished,1
3,30000,1000,Ground out of 2,Super Area,Chennai,Semi-Furnished,3
1,15000,520,1 out of 3,Super Area,Chennai,Semi-Furnished,1
3,25000,1500,1 out of 2,Super Area,Chennai,Unfurnished,2
2,16500,966,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,40000,1400,1 out of 2,Super Area,Chennai,Semi-Furnished,3
3,15000,1300,2 out of 7,Super Area,Chennai,Semi-Furnished,2
3,12000,1062,2 out of 3,Super Area,Chennai,Semi-Furnished,2
3,35000,1850,2 out of 3,Carpet Area,Chennai,Semi-Furnished,3
2,8000,600,2 out of 3,Carpet Area,Chennai,Unfurnished,2
2,11000,1000,1 out of 2,Super Area,Chennai,Semi-Furnished,2
3,20000,1065,4 out of 5,Super Area,Chennai,Semi-Furnished,3
3,17000,950,Ground out of 2,Carpet Area,Chennai,Unfurnished,3
2,9000,740,1 out of 2,Super Area,Chennai,Unfurnished,2
2,16500,700,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
2,12000,880,1 out of 3,Carpet Area,Chennai,Unfurnished,2
2,12500,890,3 out of 11,Super Area,Chennai,Unfurnished,2
2,25000,1100,2 out of 2,Super Area,Chennai,Unfurnished,2
2,15000,700,1 out of 3,Super Area,Chennai,Furnished,2
3,14000,1155,15 out of 19,Super Area,Chennai,Unfurnished,2
3,72000,1500,2 out of 4,Carpet Area,Chennai,Semi-Furnished,3
1,10000,550,Ground out of 4,Super Area,Chennai,Unfurnished,1
2,17000,1000,1 out of 5,Super Area,Chennai,Semi-Furnished,2
2,12000,550,Ground out of 1,Super Area,Chennai,Unfurnished,2
3,72000,2900,8 out of 9,Carpet Area,Chennai,Semi-Furnished,3
3,26000,2100,1 out of 4,Super Area,Chennai,Semi-Furnished,2
2,10500,1000,Ground out of 1,Super Area,Chennai,Unfurnished,2
2,15000,800,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,8500,900,1 out of 1,Carpet Area,Chennai,Unfurnished,1
2,10000,800,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,10000,1015,Ground out of 2,Super Area,Chennai,Semi-Furnished,3
3,25000,1700,7 out of 9,Super Area,Chennai,Semi-Furnished,3
1,10000,850,Ground out of 1,Super Area,Chennai,Unfurnished,1
2,13000,1260,Ground out of 1,Super Area,Chennai,Semi-Furnished,3
2,16000,800,1 out of 2,Super Area,Chennai,Semi-Furnished,2
1,5000,550,1 out of 1,Carpet Area,Chennai,Unfurnished,1
2,9500,800,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,18000,1200,1 out of 1,Carpet Area,Chennai,Semi-Furnished,2
3,24000,1570,Ground out of 2,Super Area,Chennai,Semi-Furnished,3
1,6166,570,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
2,20000,900,3 out of 3,Super Area,Chennai,Semi-Furnished,2
2,13000,700,Ground out of 2,Super Area,Chennai,Unfurnished,2
1,8000,500,Ground out of 1,Super Area,Chennai,Unfurnished,1
2,18000,1000,1 out of 2,Super Area,Chennai,Unfurnished,2
2,20000,700,Ground out of 2,Carpet Area,Chennai,Unfurnished,2
2,14000,690,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,15000,100,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,25000,1200,9 out of 11,Carpet Area,Chennai,Semi-Furnished,3
2,26000,1200,1 out of 3,Carpet Area,Chennai,Semi-Furnished,2
2,9000,800,Ground out of 2,Super Area,Chennai,Unfurnished,2
3,15000,1157,4 out of 8,Super Area,Chennai,Unfurnished,3
2,15000,780,1 out of 2,Super Area,Chennai,Semi-Furnished,2
3,130000,2792,5 out of 9,Super Area,Chennai,Furnished,5
1,7500,500,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,9500,750,1 out of 3,Super Area,Chennai,Unfurnished,2
6,60000,1800,1 out of 3,Super Area,Chennai,Furnished,6
1,7000,500,Ground out of 3,Super Area,Chennai,Semi-Furnished,1
2,23000,1153,15 out of 19,Super Area,Chennai,Semi-Furnished,2
1,18000,500,1 out of 2,Super Area,Chennai,Furnished,1
3,18000,1000,7 out of 18,Carpet Area,Chennai,Unfurnished,2
1,6000,510,1 out of 2,Super Area,Chennai,Unfurnished,1
2,13000,730,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,15000,950,Ground out of 3,Super Area,Chennai,Unfurnished,2
2,10000,730,2 out of 3,Super Area,Chennai,Semi-Furnished,2
3,22000,1400,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,10000,900,1 out of 3,Super Area,Chennai,Semi-Furnished,2
1,6500,506,1 out of 2,Super Area,Chennai,Unfurnished,1
2,7000,749,2 out of 4,Super Area,Chennai,Unfurnished,2
1,18000,520,2 out of 4,Super Area,Chennai,Semi-Furnished,1
2,7000,850,1 out of 1,Super Area,Chennai,Unfurnished,2
2,22000,1000,2 out of 3,Super Area,Chennai,Semi-Furnished,2
1,7000,600,1 out of 1,Super Area,Chennai,Unfurnished,1
1,15000,1900,3 out of 4,Carpet Area,Chennai,Semi-Furnished,1
2,8000,600,1 out of 2,Carpet Area,Chennai,Semi-Furnished,1
1,7000,500,Ground out of 1,Super Area,Chennai,Unfurnished,1
1,9000,550,1 out of 2,Super Area,Chennai,Unfurnished,1
2,9800,1200,Ground out of 4,Super Area,Chennai,Unfurnished,2
3,14500,1107,4 out of 4,Carpet Area,Chennai,Semi-Furnished,2
1,15000,550,9 out of 15,Carpet Area,Chennai,Semi-Furnished,1
2,22000,1150,4 out of 9,Carpet Area,Chennai,Semi-Furnished,2
2,9000,600,Ground out of 2,Super Area,Chennai,Unfurnished,2
3,18000,1235,1 out of 2,Super Area,Chennai,Semi-Furnished,2
1,8500,600,Ground out of 3,Super Area,Chennai,Unfurnished,2
1,6500,400,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
3,40000,1400,3 out of 5,Carpet Area,Chennai,Semi-Furnished,3
3,17000,800,2 out of 2,Carpet Area,Chennai,Unfurnished,2
2,12000,700,1 out of 2,Super Area,Chennai,Unfurnished,2
2,30000,900,2 out of 4,Carpet Area,Chennai,Semi-Furnished,2
1,4000,400,2 out of 3,Super Area,Chennai,Unfurnished,1
2,14000,850,2 out of 3,Super Area,Chennai,Furnished,2
3,25000,1415,4 out of 13,Super Area,Chennai,Furnished,2
1,8000,281,Ground out of 1,Carpet Area,Chennai,Unfurnished,1
1,12500,600,2 out of 4,Super Area,Chennai,Furnished,1
5,100000,6000,9 out of 12,Super Area,Chennai,Semi-Furnished,4
2,14000,1050,1 out of 1,Carpet Area,Chennai,Unfurnished,2
1,7500,390,Ground out of 1,Carpet Area,Chennai,Unfurnished,1
3,17500,950,4 out of 4,Carpet Area,Chennai,Semi-Furnished,2
3,27000,1500,3 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,16500,200,2 out of 2,Carpet Area,Chennai,Unfurnished,2
2,12000,926,2 out of 3,Super Area,Chennai,Semi-Furnished,2
3,45000,1700,3 out of 3,Carpet Area,Chennai,Semi-Furnished,3
2,15000,1068,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,14000,1800,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,3
2,17000,590,Ground out of 3,Carpet Area,Chennai,Semi-Furnished,2
3,34999,1400,2 out of 4,Carpet Area,Chennai,Semi-Furnished,3
1,7000,550,Ground out of 3,Carpet Area,Chennai,Semi-Furnished,1
1,10500,520,3 out of 4,Super Area,Chennai,Semi-Furnished,1
2,15000,900,3 out of 4,Super Area,Chennai,Semi-Furnished,2
2,10000,700,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
1,7000,400,1 out of 2,Super Area,Chennai,Semi-Furnished,1
4,200000,2280,2 out of 3,Carpet Area,Chennai,Semi-Furnished,4
2,12000,826,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,10000,1050,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,15000,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,19000,800,1 out of 4,Carpet Area,Chennai,Semi-Furnished,2
2,25000,850,1 out of 15,Super Area,Chennai,Furnished,2
1,10000,502,1 out of 1,Super Area,Chennai,Unfurnished,1
2,13000,925,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,12500,500,2 out of 3,Super Area,Chennai,Unfurnished,1
2,10000,950,1 out of 3,Super Area,Chennai,Unfurnished,2
2,16000,930,1 out of 4,Super Area,Chennai,Semi-Furnished,2
2,11000,950,1 out of 1,Carpet Area,Chennai,Semi-Furnished,2
2,13000,800,1 out of 1,Carpet Area,Chennai,Semi-Furnished,2
2,15000,950,1 out of 2,Super Area,Chennai,Semi-Furnished,1
3,15000,1100,1 out of 1,Carpet Area,Chennai,Unfurnished,2
2,20000,750,3 out of 4,Super Area,Chennai,Unfurnished,3
2,12000,1000,3 out of 5,Super Area,Chennai,Semi-Furnished,2
2,600000,950,1 out of 1,Carpet Area,Chennai,Unfurnished,2
2,11000,800,1 out of 2,Super Area,Chennai,Semi-Furnished,2
1,10000,500,Ground out of 2,Carpet Area,Chennai,Unfurnished,1
3,30000,1500,Ground out of 14,Carpet Area,Chennai,Semi-Furnished,3
1,8000,550,2 out of 2,Super Area,Chennai,Furnished,1
1,7000,400,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
1,10000,550,2 out of 3,Carpet Area,Chennai,Unfurnished,1
2,9300,730,1 out of 2,Super Area,Chennai,Unfurnished,1
2,10500,1000,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,16000,975,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,20000,1800,12 out of 19,Super Area,Chennai,Semi-Furnished,2
2,9000,745,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,18000,900,1 out of 4,Carpet Area,Chennai,Semi-Furnished,2
2,10000,600,Ground out of 1,Super Area,Chennai,Unfurnished,2
2,16000,600,2 out of 2,Super Area,Chennai,Unfurnished,2
1,13500,450,3 out of 4,Carpet Area,Chennai,Unfurnished,1
2,16000,1030,2 out of 4,Super Area,Chennai,Semi-Furnished,2
2,8500,833,1 out of 2,Super Area,Chennai,Unfurnished,2
2,15000,1000,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
2,8200,840,1 out of 1,Carpet Area,Chennai,Unfurnished,2
2,20000,750,1 out of 5,Carpet Area,Chennai,Furnished,2
2,9000,950,2 out of 3,Super Area,Chennai,Semi-Furnished,2
1,13500,550,Ground out of 1,Super Area,Chennai,Semi-Furnished,1
3,26000,1125,2 out of 3,Super Area,Chennai,Semi-Furnished,2
2,11000,700,1 out of 3,Carpet Area,Chennai,Unfurnished,2
2,18000,1100,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,10000,700,Ground out of 2,Super Area,Chennai,Unfurnished,2
3,40000,1250,2 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,24000,1100,Ground out of 3,Super Area,Chennai,Unfurnished,2
1,18000,475,2 out of 11,Carpet Area,Chennai,Semi-Furnished,1
2,11000,530,2 out of 3,Super Area,Chennai,Semi-Furnished,1
2,23000,1050,11 out of 12,Carpet Area,Chennai,Semi-Furnished,2
2,11000,830,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,8000,809,1 out of 2,Super Area,Chennai,Unfurnished,2
2,15000,900,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
1,9500,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
2,13500,1150,1 out of 2,Super Area,Chennai,Semi-Furnished,2
1,11000,750,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
2,13000,920,Ground out of 1,Super Area,Chennai,Semi-Furnished,2
2,25000,1050,9 out of 12,Carpet Area,Chennai,Semi-Furnished,2
2,12000,1800,2 out of 3,Super Area,Chennai,Unfurnished,2
2,25000,1000,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,8500,1062,1 out of 3,Carpet Area,Chennai,Semi-Furnished,2
2,8500,800,Ground out of 1,Super Area,Chennai,Unfurnished,2
1,5000,450,Ground out of 1,Super Area,Chennai,Unfurnished,1
2,8500,900,Ground out of 1,Super Area,Chennai,Unfurnished,1
4,100000,2240,Ground out of 3,Carpet Area,Chennai,Furnished,4
1,7500,500,Ground out of 2,Super Area,Chennai,Unfurnished,1
1,7000,750,1 out of 1,Super Area,Chennai,Unfurnished,1
3,26000,1400,11 out of 15,Super Area,Chennai,Semi-Furnished,3
2,12000,1200,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,18000,1424,2 out of 2,Super Area,Chennai,Semi-Furnished,2
1,13000,450,1 out of 4,Super Area,Chennai,Unfurnished,1
3,160000,2700,8 out of 10,Super Area,Chennai,Furnished,2
2,8000,805,1 out of 2,Super Area,Chennai,Unfurnished,2
1,6000,434,Ground out of 3,Super Area,Chennai,Unfurnished,1
2,12500,1000,1 out of 2,Super Area,Chennai,Semi-Furnished,2
1,6500,595,1 out of 1,Super Area,Chennai,Semi-Furnished,1
2,10000,685,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,12500,1075,1 out of 2,Super Area,Chennai,Semi-Furnished,2
3,22000,1100,4 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,17000,950,1 out of 2,Carpet Area,Chennai,Unfurnished,2
3,20000,1500,19 out of 31,Super Area,Chennai,Unfurnished,3
3,22000,1100,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,11500,1100,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,23000,1000,1 out of 3,Carpet Area,Chennai,Unfurnished,3
2,19000,800,2 out of 4,Super Area,Chennai,Semi-Furnished,2
3,45000,1500,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,17000,1250,2 out of 3,Super Area,Chennai,Semi-Furnished,2
2,9500,650,1 out of 2,Carpet Area,Chennai,Unfurnished,2
3,45000,1650,1 out of 5,Super Area,Chennai,Unfurnished,3
4,60000,2317,10 out of 12,Super Area,Chennai,Unfurnished,4
2,12000,950,1 out of 2,Super Area,Chennai,Semi-Furnished,2
3,40000,1700,3 out of 5,Super Area,Chennai,Furnished,3
3,16000,1300,1 out of 2,Super Area,Chennai,Furnished,2
2,9000,805,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,35000,1109,3 out of 3,Super Area,Chennai,Semi-Furnished,2
1,4000,300,1 out of 2,Super Area,Chennai,Unfurnished,1
2,11000,700,1 out of 3,Super Area,Chennai,Unfurnished,1
2,9500,950,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
3,25000,1290,4 out of 4,Super Area,Chennai,Unfurnished,3
2,10000,950,Ground out of 2,Super Area,Chennai,Unfurnished,2
1,12000,400,1 out of 3,Super Area,Chennai,Furnished,1
2,19397,2000,7 out of 10,Super Area,Chennai,Furnished,2
2,12000,939,3 out of 4,Super Area,Chennai,Semi-Furnished,2
3,10000,1200,1 out of 3,Carpet Area,Chennai,Unfurnished,3
2,20000,1800,1 out of 1,Super Area,Chennai,Semi-Furnished,2
3,15000,1200,2 out of 5,Carpet Area,Chennai,Unfurnished,2
2,28000,1200,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,10000,1750,1 out of 1,Super Area,Chennai,Unfurnished,3
1,3500,300,Ground out of 2,Super Area,Chennai,Unfurnished,1
1,8000,650,1 out of 3,Carpet Area,Chennai,Unfurnished,1
2,13500,950,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
3,36000,1610,3 out of 14,Super Area,Chennai,Semi-Furnished,3
2,15000,900,1 out of 2,Super Area,Chennai,Unfurnished,2
1,5000,550,1 out of 1,Carpet Area,Chennai,Unfurnished,1
2,10000,700,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,10000,800,2 out of 3,Super Area,Chennai,Unfurnished,2
2,8500,580,3 out of 5,Super Area,Chennai,Semi-Furnished,2
2,11000,950,1 out of 2,Super Area,Chennai,Semi-Furnished,2
1,8000,700,1 out of 1,Carpet Area,Chennai,Unfurnished,1
2,12000,600,Ground out of 3,Super Area,Chennai,Semi-Furnished,1
1,5000,200,Ground out of 3,Super Area,Chennai,Semi-Furnished,1
1,7000,600,Ground out of 3,Super Area,Chennai,Semi-Furnished,1
2,15000,550,Ground out of 3,Super Area,Chennai,Unfurnished,2
1,10000,600,4 out of 5,Super Area,Chennai,Unfurnished,1
3,37500,1680,1 out of 16,Super Area,Chennai,Semi-Furnished,3
2,7000,1100,1 out of 1,Carpet Area,Chennai,Unfurnished,2
1,6500,600,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,16000,820,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,34000,1125,8 out of 12,Carpet Area,Chennai,Semi-Furnished,3
2,11500,973,4 out of 4,Carpet Area,Chennai,Semi-Furnished,2
2,15000,780,1 out of 2,Super Area,Chennai,Furnished,1
1,8000,400,Ground out of 1,Super Area,Chennai,Unfurnished,1
4,220000,4000,1 out of 2,Super Area,Chennai,Semi-Furnished,4
2,22000,1000,2 out of 4,Carpet Area,Chennai,Semi-Furnished,2
3,85000,3500,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,3
1,6000,350,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
2,14000,800,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,11500,700,Ground out of 2,Super Area,Chennai,Unfurnished,2
1,6000,550,Ground out of 2,Super Area,Chennai,Unfurnished,1
3,24000,2100,Ground out of 2,Super Area,Chennai,Semi-Furnished,4
3,32000,1700,2 out of 2,Super Area,Chennai,Semi-Furnished,3
3,16000,1420,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,2
2,13000,950,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,14000,780,2 out of 2,Super Area,Chennai,Semi-Furnished,2
1,7500,800,1 out of 2,Carpet Area,Chennai,Unfurnished,1
2,10000,500,2 out of 4,Super Area,Chennai,Semi-Furnished,1
2,18500,1000,25 out of 32,Super Area,Chennai,Semi-Furnished,2
2,12000,750,2 out of 2,Super Area,Chennai,Unfurnished,2
2,17000,1200,2 out of 2,Carpet Area,Chennai,Unfurnished,2
3,35000,1152,10 out of 14,Carpet Area,Chennai,Semi-Furnished,3
2,9000,843,2 out of 3,Super Area,Chennai,Semi-Furnished,2
2,13000,900,1 out of 3,Super Area,Chennai,Unfurnished,2
2,27999,1250,2 out of 4,Carpet Area,Chennai,Semi-Furnished,2
2,11000,650,2 out of 2,Super Area,Chennai,Unfurnished,2
4,140000,2600,2 out of 2,Carpet Area,Chennai,Semi-Furnished,4
1,12000,700,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,13000,720,1 out of 2,Carpet Area,Chennai,Unfurnished,2
4,250000,3500,1 out of 4,Carpet Area,Chennai,Semi-Furnished,4
4,80000,3000,1 out of 2,Carpet Area,Chennai,Unfurnished,4
2,22999,1144,1 out of 1,Carpet Area,Chennai,Semi-Furnished,2
3,36000,1750,1 out of 4,Carpet Area,Chennai,Unfurnished,3
3,70000,1450,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,12500,590,1 out of 2,Super Area,Chennai,Unfurnished,1
2,18000,900,2 out of 2,Super Area,Chennai,Semi-Furnished,2
2,10000,800,1 out of 2,Super Area,Chennai,Semi-Furnished,1
2,18000,1000,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,37000,1650,2 out of 14,Super Area,Chennai,Semi-Furnished,3
2,18000,700,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,2
3,25000,1280,1 out of 1,Super Area,Chennai,Semi-Furnished,2
2,10000,700,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,15000,980,1 out of 4,Super Area,Chennai,Unfurnished,2
2,15000,900,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
1,9000,450,1 out of 1,Super Area,Chennai,Unfurnished,1
2,14000,1200,2 out of 4,Super Area,Chennai,Unfurnished,2
2,8500,650,1 out of 2,Super Area,Chennai,Semi-Furnished,2
3,35000,1903,6 out of 11,Super Area,Chennai,Semi-Furnished,3
2,10000,650,2 out of 3,Super Area,Chennai,Semi-Furnished,1
1,5000,450,2 out of 2,Carpet Area,Chennai,Unfurnished,1
2,23000,900,3 out of 5,Carpet Area,Chennai,Unfurnished,2
2,15000,550,2 out of 3,Super Area,Chennai,Unfurnished,1
2,18500,750,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
2,28000,1000,2 out of 4,Super Area,Chennai,Semi-Furnished,2
3,32000,1050,4 out of 12,Carpet Area,Chennai,Semi-Furnished,3
1,14000,650,1 out of 3,Carpet Area,Chennai,Furnished,2
1,7000,400,1 out of 3,Super Area,Chennai,Semi-Furnished,1
3,33000,1075,7 out of 12,Carpet Area,Chennai,Semi-Furnished,3
3,100000,2000,3 out of 14,Carpet Area,Chennai,Semi-Furnished,3
2,18000,720,4 out of 5,Super Area,Chennai,Semi-Furnished,2
3,16000,1000,1 out of 3,Carpet Area,Chennai,Unfurnished,2
1,8500,500,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,10000,900,Ground out of 3,Super Area,Chennai,Furnished,2
2,13500,900,5 out of 7,Super Area,Chennai,Semi-Furnished,2
2,19000,900,1 out of 3,Super Area,Chennai,Semi-Furnished,2
1,11500,1000,1 out of 2,Super Area,Chennai,Unfurnished,2
3,22000,1300,1 out of 3,Super Area,Chennai,Semi-Furnished,3
3,12000,1383,2 out of 4,Super Area,Chennai,Semi-Furnished,3
2,10000,800,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,2
2,15000,1500,1 out of 1,Carpet Area,Chennai,Unfurnished,2
3,35000,1350,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,70000,2000,3 out of 4,Carpet Area,Chennai,Semi-Furnished,3
3,32000,1200,Ground out of 4,Carpet Area,Chennai,Unfurnished,2
3,35000,1912,1 out of 4,Carpet Area,Chennai,Unfurnished,3
1,10000,500,1 out of 2,Carpet Area,Chennai,Unfurnished,1
2,11000,950,1 out of 1,Super Area,Chennai,Unfurnished,2
2,12000,1000,1 out of 1,Carpet Area,Chennai,Unfurnished,2
3,40000,1600,11 out of 16,Carpet Area,Chennai,Unfurnished,3
2,8000,900,Ground out of 2,Super Area,Chennai,Unfurnished,2
3,20000,1265,1 out of 3,Super Area,Chennai,Semi-Furnished,2
